"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",50,138,137
"AR",74,71,18
"ARID3A",98,85,68
"ARNT",101,42,25
"ARNTL",124,81,100
"ASCL2",66,45,45
"ATF1",32,28,132
"ATF2",147,178,169
"ATF3",18,9,37
"BACH1",42,161,158
"BACH2",99,13,32
"BARX2",56,99,139
"BATF",81,88,38
"BCL11A",135,51,66
"BCL6",159,87,160
"BHLHE40",130,119,157
"CEBPA",88,23,11
"CEBPD",21,27,47
"CLOCK",31,6,3
"CTCF",117,140,79
"E2F2",64,8,2
"E2F3",54,151,48
"E2F4",103,38,56
"E2F6",105,17,51
"E2F7",57,32,22
"E2F8",76,137,140
"EBF1",151,176,171
"EGR1",143,121,81
"EGR2",116,37,20
"EHF",128,173,170
"ELF1",23,57,28
"ELK1",138,132,151
"ELK3",4,1,13
"ELK4",91,115,113
"EPAS1",90,10,67
"ESR1",39,33,5
"ESR2",134,61,159
"ESRRA",13,43,24
"ETS2",160,166,80
"ETV1",45,175,116
"ETV5",92,21,46
"ETV6",174,183,180
"ETV7",122,97,82
"FOS",165,84,168
"FOSL1",62,19,75
"FOSL2",80,11,8
"FOXD2",85,74,39
"FOXH1",97,118,52
"FOXK1",175,159,179
"FOXM1",30,70,104
"FOXO3",46,2,7
"FOXP1",148,35,134
"FOXP2",129,149,115
"FOXP3",114,67,145
"GATA1",22,95,154
"GATA2",149,130,121
"GATA3",72,65,77
"GATA4",170,58,40
"GLI2",24,52,60
"GLIS1",44,60,76
"GMEB1",176,105,162
"GMEB2",137,127,33
"GRHL2",94,15,29
"GTF2B",181,181,182
"GTF2I",1,16,9
"HEY1",35,68,83
"HIF1A",26,134,49
"HINFP",141,131,133
"HNF1B",84,25,130
"HNF4A",34,44,17
"HNF4G",139,64,143
"HOXA1",158,110,163
"HOXA4",162,179,166
"HOXB13",20,40,31
"HOXC6",77,90,165
"HSF1",37,49,88
"HSF2",106,155,146
"IRF2",127,162,142
"IRF3",142,86,172
"IRF4",43,69,14
"JUN",168,102,122
"JUNB",12,129,95
"JUND",182,182,183
"KLF1",2,109,1
"KLF10",169,96,114
"KLF3",131,113,167
"KLF4",171,174,178
"KLF9",58,41,89
"KMT2A",49,3,73
"LHX2",93,139,110
"MAF",113,156,85
"MAFF",59,36,54
"MAFK",7,54,136
"MECOM",152,167,161
"MEF2A",86,135,101
"MEF2C",132,145,131
"MEIS1",51,31,12
"MITF",125,29,118
"MNT",25,20,90
"MXI1",3,123,19
"MYB",36,46,10
"MYBL2",40,72,30
"MYC",146,154,125
"NANOG",156,164,109
"NFAT5",47,66,84
"NFATC1",108,106,87
"NFE2",17,76,86
"NFIC",5,93,97
"NFYA",16,144,112
"NFYB",71,5,15
"NKX2-1",8,103,26
"NR2C2",27,14,91
"NR2F2",55,177,103
"NRF1",29,141,42
"PAX5",155,92,94
"PAX6",180,146,150
"PBX1",67,53,35
"PBX3",144,78,155
"PGR",63,160,164
"POU2F1",118,143,126
"POU2F2",89,63,106
"PPARG",112,89,102
"PRDM1",48,112,72
"RARA",14,136,92
"RARG",82,24,119
"RBPJ",102,108,41
"RELA",178,152,149
"REST",177,80,153
"RFX2",145,30,152
"RFX5",53,148,175
"RUNX1",6,7,27
"RUNX2",69,62,55
"RUNX3",111,48,174
"RXRA",110,75,74
"RXRG",167,163,117
"SETDB1",15,124,57
"SIX5",96,100,120
"SMAD3",100,104,59
"SOX17",19,26,36
"SP1",78,111,21
"SP4",123,133,147
"SPDEF",11,50,16
"SPI1",68,34,173
"SPIB",61,39,107
"SREBF1",9,77,99
"SRF",140,22,58
"STAT1",136,91,111
"STAT2",70,73,141
"STAT3",161,171,144
"STAT4",60,107,53
"STAT5A",126,116,148
"STAT5B",41,165,98
"TBP",179,122,78
"TBX21",10,150,138
"TCF12",154,170,181
"TCF21",133,169,34
"TCF3",183,180,177
"TCF4",95,168,65
"TCF7L2",150,94,108
"TEAD4",83,147,69
"TFAP2A",79,18,62
"TFAP2C",163,158,176
"TFAP4",73,59,105
"TFDP1",107,82,61
"THAP1",28,4,63
"TP63",157,125,93
"TP73",65,47,135
"USF1",164,153,128
"USF2",104,83,50
"VDR",109,126,124
"VEZF1",120,114,129
"XBP1",153,98,127
"YY1",121,142,123
"ZBTB33",173,128,156
"ZBTB7A",115,120,43
"ZBTB7B",75,172,71
"ZEB1",166,79,64
"ZFX",172,117,96
"ZKSCAN1",119,101,70
"ZNF143",52,55,44
"ZNF263",33,157,23
"ZNF384",87,56,6
"ZNF76",38,12,4
